English Term,Lemma,IPA,Russian Pronunciation,Russian Translation,POS Mode,Part of Speech (EN),Part of Speech (RU),Frequency
embed,embed,ɪmˈbɛd,имбэд,вставлять,wordnet,verb,глагол,5
embedded,embedded,ɛmˈbɛdɪd,эмбэдид,встроенный,wordnet,verb,глагол,43
embrace,embrace,ɪmˈbreɪs,имбрэйс,объятие,wordnet,noun,существительное,1
employee,employee,ɪmˈplɔɪi,имплойи,сотрудник,wordnet,noun,существительное,5
empty,empty,ˈɛmti,эмти,пустой,wordnet,noun,существительное,14
emulate,emulate,ˈɛmjəˌleɪt,эмйлэйт,подражать,wordnet,verb,глагол,3
emulates,emulates,ˈɛmjəˌleɪts,эмйлэйтс,подражает,wordnet,verb,глагол,1
enable,enable,ɪˈneɪbəl,инэйбл,давать возможность,wordnet,verb,глагол,4
enabled,enabled,ɪˈneɪbəld,инэйблд,включено,wordnet,verb,глагол,9
enables,enables,ɪˈneɪbəlz,инэйблз,позволяет,wordnet,verb,глагол,6
encapsulate,encapsulate,ɛnˈkæpsəˌleɪt,энкэпслэйт,инкапсулировать,wordnet,verb,глагол,1
enclosing,enclosing,ɛnˈkloʊzɪŋ,энклоузин,вмещающий,wordnet,noun,существительное,1
encode,encode,ɛnˈkoʊd,энкоуд,кодировать,wordnet,verb,глагол,5
encoded,encoded,ɛnˈkoʊdɪd,энкоудид,закодированный,wordnet,verb,глагол,9
encoding,encoding,ɛnˈkoʊdɪŋ,энкоудин,кодирование,wordnet,noun,существительное,1
encounter,encounter,ɪnˈkaʊnər,инкаунэр,сталкиваться,wordnet,noun,существительное,12
encountered,encountered,ɪnˈkaʊnərd,инкаунэрд,столкнулся,wordnet,verb,глагол,14
encourage,encourage,ɪnˈkərəʤ,инкэрэдж,поощрять,wordnet,verb,глагол,7
encouraged,encouraged,ɪnˈkərəʤd,инкэрэджд,поощряется,wordnet,verb,глагол,1
end,end,ɛnd,энд,конец,wordnet,noun,существительное,101
ended,ended,ˈɛndɪd,эндид,закончился,wordnet,verb,глагол,8
ending,ending,ˈɛndɪŋ,эндин,окончание,wordnet,noun,существительное,3
endless,endless,ˈɛndləs,эндлэс,бесконечный,wordnet,adj,прилагательное,1
energy,energy,ˈɛnərʤi,энэрджи,энергия,wordnet,noun,существительное,1
enforce,enforce,ɛnˈfɔrs,энфорс,обеспечивать соблюдение,wordnet,verb,глагол,3
enforced,enforced,ɛnˈfɔrst,энфорст,принудительный,wordnet,verb,глагол,1
enforcing,enforcing,ɛnˈfɔrsɪŋ,энфорсин,обеспечение соблюдения,wordnet,verb,глагол,1
eng,eng,ɛŋ,эн,англ,wordnet,,,1
engelhardt,engelhardt,ˈɛŋgɪlhɑrt,энгилхарт,Энгельгардт,wordnet,,,1
engine,engine,ˈɪnʤən,инджн,двигатель,wordnet,noun,существительное,12
engineer,engineer,ˈɛnʤəˈnɪr,энджэнир,инженер,wordnet,noun,существительное,7
engineering,engineering,ˈɛnʤəˈnɪrɪŋ,энджэнирин,инженерия,wordnet,noun,существительное,8
english,english,ˈɪŋlɪʃ,инлиш,английский,wordnet,noun,существительное,20
enhancement,enhancement,ɛnˈhænsmənt,энхэнсмнт,улучшение,wordnet,noun,существительное,1
enjoyable,enjoyable,ˌɛnˈʤɔɪəbəl,энджойэбл,приятный,wordnet,adj,прилагательное,2
enjoyed,enjoyed,ˌɛnˈʤɔɪd,энджойд,наслаждался,wordnet,verb,глагол,1
enough,enough,ɪˈnəf,инэф,достаточно,wordnet,noun,существительное,29
enriches,enriches,ɛnˈrɪʧɪz,энричиз,обогащает,wordnet,verb,глагол,1
ensure,ensure,ɪnˈʃʊr,иншур,гарантировать,wordnet,verb,глагол,17
ensured,ensured,ɪnˈʃʊrd,иншурд,обеспечено,wordnet,verb,глагол,2
ensures,ensures,ɪnˈʃʊrz,иншурз,обеспечивает,wordnet,verb,глагол,4
ensuring,ensuring,ɪnˈʃʊrɪŋ,иншурин,обеспечение,wordnet,verb,глагол,3
enter,enter,ˈɛnər,энэр,входить,wordnet,verb,глагол,9
enthusiast,enthusiast,ɛnˈθuziˌæst,энсузиэст,энтузиаст,wordnet,noun,существительное,1
entire,entire,ɪnˈtaɪər,интайэр,весь,wordnet,noun,существительное,6
entirely,entirely,ɪnˈtaɪərli,интайэрли,полностью,wordnet,adv,наречие,2
entirety,entirety,ɪnˈtaɪərti,интайэрти,полнота,wordnet,noun,существительное,3
entity,entity,ˈɛntɪti,энтити,сущность,wordnet,noun,существительное,6
entrance,entrance,ˈɛntrəns,энтрнс,вход,wordnet,noun,существительное,1
entry,entry,ˈɛntri,энтри,вход,wordnet,noun,существительное,26
envelope,envelope,ˈɛnvəˌloʊp,энвлоуп,конверт,wordnet,noun,существительное,1
environment,environment,ɪnˈvaɪrənmənt,инвайрнмнт,среда,wordnet,noun,существительное,73
envision,envision,ɛnˈvɪʒən,энвижн,представить себе,wordnet,verb,глагол,2
ephemeral,ephemeral,ɪˈfɛmərəl,ифэмэрл,эфемерный,wordnet,noun,существительное,1
episode,episode,ˈɛpɪˌsoʊd,эписоуд,эпизод,wordnet,noun,существительное,99
epoch,epoch,ˈɛpək,эпэк,эпоха,wordnet,noun,существительное,2
equal,equal,ˈikwəl,икул,равный,wordnet,noun,существительное,20
equaling,equaling,ˈikwəlɪŋ,икулин,равный,wordnet,verb,глагол,1
equality,equality,ɪkˈwɑləti,икуалэти,равенство,wordnet,noun,существительное,4
equally,equally,ˈikwəli,икули,поровну,wordnet,adv,наречие,5
equate,equate,ɪkˈweɪt,икуэйт,приравнивать,wordnet,verb,глагол,1
equated,equated,ɪkˈweɪtɪd,икуэйтид,приравненный,wordnet,verb,глагол,1
equation,equation,ɪkˈweɪʒən,икуэйжн,уравнение,wordnet,noun,существительное,2
equip,equip,ɪkˈwɪp,икуип,оборудовать,wordnet,verb,глагол,1
equipped,equipped,ɪkˈwɪpt,икуипт,оборудованный,wordnet,verb,глагол,3
equips,equips,ɪkˈwɪps,икуипс,оборудует,wordnet,verb,глагол,1
equivalence,equivalence,ɪkˈwɪvələns,икуивлнс,эквивалентность,wordnet,noun,существительное,2
equivalent,equivalent,ɪkˈwɪvələnt,икуивлнт,эквивалент,wordnet,noun,существительное,29
err,err,ɛr,эр,ошибаться,wordnet,verb,глагол,9
erroneous,erroneous,ɛˈroʊniəs,эроуниэс,ошибочный,wordnet,adj,прилагательное,2
error,error,ˈɛrər,эрэр,ошибка,wordnet,noun,существительное,76
escape,escape,ɪˈskeɪp,искэйп,побег,wordnet,noun,существительное,1
eschew,eschew,ɛsˈʧu,эсчу,избегать,wordnet,verb,глагол,1
eschewed,eschewed,ˌɛˈʃud,эшуд,избегал,wordnet,verb,глагол,1
especially,especially,əˈspɛʃəli,эспэшли,особенно,wordnet,adv,наречие,24
esque,esque,ɛsk,эск,эск,wordnet,,,5
essentially,essentially,ɛˈsɛnʃəli,эсэншли,по сути,wordnet,adv,наречие,1
establish,establish,ɪˈstæblɪʃ,истэблиш,учреждать,wordnet,verb,глагол,1
estimator,estimator,ˈɛstɪˌmeɪtər,эстимэйтэр,оценщик,wordnet,noun,существительное,249
etc,etc,ˌɛtˈsɛtərə,этсэтэрэ,и т. д.,wordnet,,,9
ethos,ethos,ˈiθɑs,исас,этос,wordnet,noun,существительное,1
euro,euro,ˈjʊrə,юрэ,евро,wordnet,noun,существительное,1
evaluate,evaluate,ɪˈvæljuˌeɪt,ивэлйуэйт,оценивать,wordnet,verb,глагол,17
evaluated,evaluated,ɪˈvæljuˌeɪtəd,ивэлйуэйтэд,оценивается,wordnet,verb,глагол,5
evaluating,evaluating,ɪˈvæljuˌeɪtɪŋ,ивэлйуэйтин,оценивая,wordnet,verb,глагол,19
evaluation,evaluation,ɪˌvæljuˈeɪʃən,ивэлйуэйшн,оценка,wordnet,noun,существительное,17
even,even,ˈivɪn,ивин,даже,wordnet,noun,существительное,48
evenly,evenly,ˈivənli,ивнли,равномерно,wordnet,adv,наречие,1
event,event,ɪˈvɛnt,ивэнт,событие,wordnet,noun,существительное,3
eventual,eventual,əˈvɛnʧuəl,эвэнчул,возможный,wordnet,adj,прилагательное,1
eventually,eventually,ɪˈvɛnʧəwəli,ивэнчэули,в конце концов,wordnet,adv,наречие,1
ever,ever,ˈɛvər,эвэр,всегда,wordnet,adv,наречие,7
everett,everett,ˈɛvərət,эвэрэт,Эверетт,wordnet,,,1
every,every,ˈɛvəri,эвэри,каждый,wordnet,adj,прилагательное,107
everybody,everybody,ˈɛvriˌbɑdi,эврибади,все,wordnet,,,1
everything,everything,ˈɛvriˌθɪŋ,эврисин,все,wordnet,,,39
everywhere,everywhere,ˈɛvriˌwɛr,эвриуэр,повсюду,wordnet,adv,наречие,4
evicted,evicted,ɪˈvɪktɪd,ивиктид,выселен,wordnet,verb,глагол,1
evident,evident,ˈɛvədənt,эвэднт,очевидный,wordnet,adj,прилагательное,1
evil,evil,ˈivəl,ивл,зло,wordnet,noun,существительное,1
evolution,evolution,ˌɛvəˈluʃən,эвэлушн,эволюция,wordnet,noun,существительное,1
evolve,evolve,ɪˈvɑlv,ивалв,эволюционировать,wordnet,verb,глагол,1
evolves,evolves,ɪˈvɑlvz,ивалвз,развивается,wordnet,verb,глагол,1
evolving,evolving,ɪˈvɑlvɪŋ,ивалвин,развивающийся,wordnet,verb,глагол,1
exact,exact,ɪgˈzækt,игзэкт,точный,wordnet,verb,глагол,8
exactly,exactly,ɪgˈzæktli,игзэктли,точно,wordnet,adv,наречие,9
exam,exam,ɪgˈzæm,игзэм,экзамен,wordnet,noun,существительное,2
examined,examined,ɪgˈzæmənd,игзэмнд,рассмотрен,wordnet,verb,глагол,1
example,example,ɪgˈzæmpəl,игзэмпл,пример,wordnet,noun,существительное,136
exceeds,exceeds,ɪkˈsidz,иксидз,превышает,wordnet,verb,глагол,1
excel,excel,ɪkˈsɛl,иксэл,превосходить,wordnet,verb,глагол,1
excellent,excellent,ˈɛksələnt,экслнт,отличный,wordnet,adj,прилагательное,5
except,except,ɪkˈsɛpt,иксэпт,кроме,wordnet,verb,глагол,13
exception,exception,ɪkˈsɛpʃən,иксэпшн,исключение,wordnet,noun,существительное,14
exchange,exchange,ɪksˈʧeɪnʤ,иксчэйндж,обмен,wordnet,noun,существительное,20
exchanged,exchanged,ɪksˈʧeɪnʤd,иксчэйнджд,обменян,wordnet,verb,глагол,3
exchanging,exchanging,ɪksˈʧeɪnʤɪŋ,иксчэйнджин,обмен,wordnet,verb,глагол,3
excited,excited,ɪkˈsaɪtɪd,иксайтид,взволнованный,wordnet,verb,глагол,2
excluding,excluding,ɪkˈskludɪŋ,иксклудин,исключая,wordnet,verb,глагол,2
exclusive,exclusive,ɪkˈsklusɪv,иксклусив,эксклюзивный,wordnet,noun,существительное,1
exclusively,exclusively,ɪkˈsklusɪvli,иксклусивли,исключительно,wordnet,adv,наречие,1
execute,execute,ˈɛksəˌkjut,эксэкйут,выполнять,wordnet,verb,глагол,1
executed,executed,ˈɛksəˌkjutɪd,эксэкйутид,казнен,wordnet,verb,глагол,1
executing,executing,ˈɛksəˌkjutɪŋ,эксэкйутин,выполнение,wordnet,noun,существительное,2
execution,execution,ˌɛksəˈkjuʃən,эксэкйушн,исполнение,wordnet,noun,существительное,12
executor,executor,ɪgˈzɛkjətər,игзэкйэтэр,исполнитель,wordnet,noun,существительное,45
